Date,Open,High,Low,Close,Adj Close,Volume
2022-10-25,56.959999,60.32,56.959999,59.66,59.66,12990600
2022-10-26,58.240002,62.48,57.970001,59.470001,59.470001,12535300
2022-10-27,60.23,61.93,59.52,60.259998,60.259998,9601800
2022-10-28,59.610001,61.325001,58.77,61.290001,61.290001,10612200
2022-10-31,61.25,61.939999,59.869999,60.07,60.07,10545300
2022-11-01,62.279999,62.830002,58.625,59.0,59.0,12013900
2022-11-02,58.639999,59.560001,54.509998,54.639999,54.639999,15357900
2022-11-03,53.400002,55.099998,51.34,53.91,53.91,20802100
2022-11-04,60.349998,63.700001,57.66,60.110001,60.110001,44563400
2022-11-07,62.169998,64.75,61.369999,62.669998,62.669998,22867900
2022-11-08,63.189999,65.800003,60.16,62.509998,62.509998,26565400
2022-11-09,60.395,60.48,57.09,57.209999,57.209999,18952000
2022-11-10,63.09,68.584999,63.09,67.400002,67.400002,28630300
2022-11-11,65.089996,72.43,64.370003,71.660004,71.660004,21128100
2022-11-14,70.25,72.349998,69.440002,70.269997,70.269997,11823300
2022-11-15,74.769997,75.769997,72.019997,73.379997,73.379997,13335400
2022-11-16,71.629997,72.919998,68.614998,69.550003,69.550003,11779600
2022-11-17,67.019997,68.919998,66.290001,67.989998,67.989998,9264400
2022-11-18,69.040001,69.32,65.135002,65.82,65.82,9734600
2022-11-21,64.599998,64.940002,60.799999,61.849998,61.849998,12252700
2022-11-22,61.529999,63.07,60.099998,62.720001,62.720001,9000500
2022-11-23,62.639999,64.260002,61.919998,63.919998,63.919998,8190000
2022-11-25,63.990002,63.990002,62.508999,63.380001,63.380001,4168800
2022-11-28,61.91,63.830002,61.119999,61.369999,61.369999,7239900
2022-11-29,62.07,63.889999,61.73,62.110001,62.110001,8219900
2022-11-30,62.099998,68.0,61.852001,67.769997,67.769997,14298600
2022-12-01,68.019997,69.239998,66.660004,69.169998,69.169998,9430000
2022-12-02,67.269997,68.940002,66.620003,68.18,68.18,7721100
2022-12-05,67.400002,67.860001,62.400002,63.139999,63.139999,12610900
2022-12-06,63.119999,63.879002,60.200001,61.299999,61.299999,9408900
2022-12-07,60.830002,61.849998,59.625,61.07,61.07,8734800
2022-12-08,61.599998,63.700001,60.5,63.369999,63.369999,7849800
2022-12-09,63.099998,65.830002,63.099998,64.599998,64.599998,8418100
2022-12-12,63.790001,66.712997,63.360001,66.199997,66.199997,9126600
2022-12-13,70.370003,72.370003,68.800003,71.029999,71.029999,15385200
2022-12-14,71.07,72.470001,69.639999,71.25,71.25,10557800
2022-12-15,68.489998,69.349998,65.43,65.889999,65.889999,9277800
2022-12-16,64.980003,65.169998,60.709999,62.509998,62.509998,18776800
2022-12-19,62.240002,62.400002,59.985001,60.439999,60.439999,9310100
2022-12-20,59.34,61.869999,58.900002,61.41,61.41,8766500
2022-12-21,61.740002,63.330002,60.630001,62.580002,62.580002,7847500
2022-12-22,61.200001,61.200001,58.619999,60.59,60.59,9740200
2022-12-23,59.875,60.939999,58.82,60.889999,60.889999,7281800
2022-12-27,60.205002,61.060001,58.34,59.860001,59.860001,8572400
2022-12-28,59.0,60.240002,58.400002,59.080002,59.080002,7563200
2022-12-29,60.0,63.470001,59.900002,62.919998,62.919998,9995100
2022-12-30,61.049999,63.099998,60.799999,62.84,62.84,8014400
2023-01-03,66.300003,67.5,62.501999,64.639999,64.639999,16416500
