Date,Open,High,Low,Close,Adj Close,Volume
2022-10-25,82.459999,83.870003,80.419998,81.209999,81.209999,5837700
2022-10-26,81.32,86.559998,80.580002,84.190002,84.190002,5258300
2022-10-27,81.809998,84.050003,80.879997,80.949997,80.949997,3724200
2022-10-28,79.339996,79.449997,77.050003,78.540001,78.540001,4607000
2022-10-31,77.5,78.419998,76.059998,76.57,76.57,4298800
2022-11-01,81.720001,82.629997,78.129997,78.230003,78.230003,4369500
2022-11-02,80.269997,81.25,77.839996,78.129997,78.129997,4339100
2022-11-03,76.18,80.089996,75.75,78.150002,78.150002,2924400
2022-11-04,85.160004,87.029999,82.849998,85.199997,85.199997,4838400
2022-11-07,87.699997,88.699997,84.150002,85.019997,85.019997,3041000
2022-11-08,84.699997,86.120003,82.809998,85.190002,85.190002,2022400
2022-11-09,81.059998,81.400002,78.860001,79.480003,79.480003,3183400
2022-11-10,83.779999,86.220001,82.290001,86.110001,86.110001,3620800
2022-11-11,88.760002,89.919998,86.5,89.459999,89.459999,3587400
2022-11-14,91.18,92.82,89.470001,91.449997,91.449997,2812900
2022-11-15,97.629997,101.809998,96.18,99.699997,99.699997,6126500
2022-11-16,98.690002,98.839996,94.040001,94.75,94.75,2967300
2022-11-17,91.519997,99.889999,91.410004,99.580002,99.580002,3618400
2022-11-18,95.610001,97.959999,95.0,95.970001,95.970001,2954800
2022-11-21,94.0,95.57,92.940002,94.559998,94.559998,2669900
2022-11-22,93.040001,97.949997,91.879997,95.080002,95.080002,4005000
2022-11-23,96.160004,98.68,95.269997,97.0,97.0,3442500
2022-11-25,93.510002,95.410004,93.110001,93.360001,93.360001,1991500
2022-11-28,92.779999,97.129997,92.779999,94.639999,94.639999,2297600
2022-11-29,100.0,102.879997,99.25,99.639999,99.639999,4238900
2022-11-30,104.989998,109.879997,104.629997,108.599998,108.599998,7073600
2022-12-01,107.5,110.0,106.580002,108.669998,108.669998,2828800
2022-12-02,107.809998,115.080002,106.879997,113.800003,113.800003,3867200
2022-12-05,119.269997,121.480003,116.43,116.919998,116.919998,7118100
2022-12-06,118.809998,119.879997,116.269997,117.330002,117.330002,3244000
2022-12-07,113.32,115.900002,112.769997,114.580002,114.580002,2662200
2022-12-08,119.919998,121.879997,119.050003,120.330002,120.330002,4337400
2022-12-09,123.260002,124.110001,119.589996,119.989998,119.989998,3470500
2022-12-12,117.480003,117.699997,113.650002,116.599998,116.599998,3440800
2022-12-13,121.040001,121.809998,117.120003,119.160004,119.160004,3848600
2022-12-14,119.459999,120.349998,117.529999,119.220001,119.220001,2527900
2022-12-15,120.959999,121.82,112.669998,113.699997,113.699997,4060700
2022-12-16,114.349998,115.879997,112.330002,112.589996,112.589996,13024800
2022-12-19,114.139999,114.599998,111.190002,112.080002,112.080002,2059600
2022-12-20,107.300003,110.709999,107.230003,108.110001,108.110001,2301900
2022-12-21,108.370003,113.379997,107.389999,113.290001,113.290001,1700400
2022-12-22,114.0,115.459999,111.459999,112.739998,112.739998,1973900
2022-12-23,113.879997,114.25,111.519997,111.610001,111.610001,1221600
2022-12-27,113.099998,117.5,112.480003,116.480003,116.480003,2668300
2022-12-28,114.089996,115.529999,109.879997,111.599998,111.599998,1983800
2022-12-29,112.809998,116.059998,111.300003,115.099998,115.099998,1454600
2022-12-30,113.489998,116.5,113.150002,114.379997,114.379997,1727600
2023-01-03,118.860001,122.550003,118.040001,119.129997,119.129997,2723600
2023-01-04,126.540001,132.289993,125.139999,131.759995,131.759995,5806200
2023-01-05,128.330002,134.169998,127.199997,132.529999,132.529999,3080500
2023-01-06,130.910004,133.619995,129.110001,133.059998,133.059998,2537700
2023-01-09,135.789993,136.039993,131.360001,133.389999,133.389999,2499700
2023-01-10,133.610001,135.600006,133.070007,134.75,134.75,1320900
2023-01-11,136.580002,138.899994,134.509995,138.619995,138.619995,2623000
2023-01-12,137.009995,137.979996,133.970001,136.520004,136.520004,1567400
2023-01-13,135.399994,139.029999,135.300003,138.979996,138.979996,2259400
2023-01-17,135.460007,135.460007,128.649994,130.619995,130.619995,5093300
2023-01-18,131.490005,131.800003,125.769997,125.919998,125.919998,3435900
2023-01-19,126.980003,130.119995,126.809998,128.179993,128.179993,1996900
2023-01-20,133.419998,136.350006,132.259995,135.75,135.75,3565700
2023-01-23,136.0,137.070007,134.350006,136.339996,136.339996,1327500
2023-01-24,134.240005,135.389999,132.509995,132.789993,132.789993,2095600
2023-01-25,131.990005,134.610001,131.009995,134.229996,134.229996,989000
2023-01-26,137.229996,138.740005,135.880005,138.429993,138.429993,1670000
2023-01-27,139.669998,140.0,136.389999,139.039993,139.039993,1833500
2023-01-30,140.649994,142.410004,135.369995,138.479996,138.479996,5476800
2023-01-31,136.0,138.940002,132.880005,134.679993,134.679993,2879400
2023-02-01,145.050003,154.860001,145.0,152.25,152.25,11831400
2023-02-02,154.649994,155.729996,149.580002,151.289993,151.289993,4396400
2023-02-03,148.0,149.929993,142.309998,143.059998,143.059998,3523300
2023-02-06,142.020004,143.5,138.399994,142.820007,142.820007,4750900
2023-02-07,159.149994,160.880005,154.279999,160.220001,160.220001,14472500
2023-02-08,157.0,157.25,150.940002,152.339996,152.339996,4929400
2023-02-09,154.470001,154.5,146.660004,148.070007,148.070007,3789500
2023-02-10,142.839996,144.75,137.539993,138.990005,138.990005,4028000
2023-02-13,145.570007,148.770004,145.039993,146.860001,146.860001,5820700
2023-02-14,145.449997,149.419998,143.929993,149.070007,149.070007,2774700
2023-02-15,153.059998,155.0,150.800003,152.039993,152.039993,3856000
2023-02-16,149.0,151.339996,147.860001,149.009995,149.009995,3545800
2023-02-17,143.490005,144.130005,140.009995,141.710007,141.710007,3390800
2023-02-21,138.270004,141.570007,136.0,140.820007,140.820007,3478600
2023-02-22,150.0,151.25,134.179993,137.119995,137.119995,12007000
2023-02-23,140.75,141.199997,136.300003,137.940002,137.940002,7422100
2023-02-24,131.119995,133.479996,130.990005,132.509995,132.509995,4173900
2023-02-27,136.199997,140.289993,135.710007,139.360001,139.360001,4217400
2023-02-28,138.210007,141.759995,137.610001,137.690002,137.690002,3227400
2023-03-01,145.740005,146.240005,141.600006,143.660004,143.660004,4946000
2023-03-02,143.5,150.860001,143.169998,150.229996,150.229996,3982800
2023-03-03,151.839996,154.660004,151.190002,153.460007,153.460007,3476300
2023-03-06,150.639999,152.449997,148.580002,149.509995,149.509995,3138700
2023-03-07,145.389999,146.970001,142.160004,142.639999,142.639999,2811700
2023-03-08,140.949997,143.199997,140.350006,142.100006,142.100006,1321300
2023-03-09,139.690002,139.690002,131.369995,131.460007,131.460007,4345800
2023-03-10,131.5,134.990005,130.869995,132.419998,132.419998,3811700
2023-03-13,132.300003,135.899994,130.910004,133.649994,133.649994,2433400
2023-03-14,133.5,137.5,132.5,136.699997,136.699997,2367700
2023-03-15,131.809998,133.699997,128.119995,133.100006,133.100006,4169600
2023-03-16,126.5,139.270004,126.330002,138.160004,138.160004,8857300
2023-03-17,143.729996,147.399994,141.279999,146.839996,146.839996,7689100
2023-03-20,144.419998,155.300003,144.229996,150.179993,150.179993,5913700
2023-03-21,150.75,152.600006,149.300003,151.75,151.75,3071200
2023-03-22,150.089996,151.729996,147.899994,148.660004,148.660004,1736300
2023-03-23,153.029999,154.279999,148.589996,150.910004,150.910004,2838300
2023-03-24,154.339996,159.649994,154.339996,156.270004,156.270004,5365900
2023-03-27,152.600006,153.860001,150.610001,152.729996,152.729996,2917900
2023-03-28,157.009995,160.529999,156.399994,159.960007,159.960007,4430800
